text,sentiment
"House of Games is a wonderful movie at multiple levels. It is a fine mystery and a shocking thriller. It is blessed with marvelous performances by Lindsay Crouse and Joe Montegna, and a strong, strong cast of supporting players, and it introduces Ricky Jay, card sharp extraordinaire, prestidigitator and historian of magic. Its dialogue, written by David Mamet, is spoken as if in a play of manners and gives the movie (in which reality is often in question) an extra dimension of unrealness.<br /><br />On the face of it, House of Games is a convincing glimpse into the unknown world of cheats and con men, diametrically different from The Sting, which was played merely for glamour and yuks. At this level it does succeed admirably.<br /><br />However, you cannot escape the examination at a deeper level of the odyssey of a woman from complacent professional competence to incredible strength and self realization. The only movie I know of which treats the theme of emergence of personal strength in a woman in as worthy a way is the underrated Private Benjamin. That thoroughly enjoyable movie unfortunately diffuses its focus, hopping among several themes and exploiting the fine performance of Goldie Hawn to chase after some easy laughs. House of Games sticks to its business. As Poe once said of a good short story, it drives relentlessly to its conclusion.<br /><br />There is another strain of movies-about-women, epitomized by Thelma and Louise, a big budget commercial money maker with the despicable theme that women are doomed, whether or not they realize their inner strengths. What tripe.<br /><br />As usual you really ought to see this film in a movie theater. It should be a natural for film festivals. Nominate it for one near you if you get the chance.<br /><br />I bought the original version of House of Games and gave it to my 23 year old daughter. Better she should see it on a TV than not at all.",pos
"Two sorcerers battle in the fourth dimension,one(Brian Thompson as a Kabal)trying to destroy the Earth,the other(Jeffrey Combs as a Anton Mordrid)trying to save it.""Doctor Mordrid"" is an enjoyable fantasy fare which offers plenty of cheese.The plot is pretty silly and the gore is completely absent,but the film is very short and entertaining.So if you have enough time to kill give this one a look.My rating:7 out of 10.",pos
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",neg
"Feroz Abbas Khan's Gandhi My Father, a film that sheds light on the fractured relationship between the Mahatma and his son Harilal Gandhi. For a story that's as dramatic as the one this film attempts to tell, it's a pity the director fails to tell it dramatically. Gandhi My Father is narrated to you like that boring history lesson that put you to sleep at school. Now the film aims to convey one very interesting point - the fact that Gandhi in his attempt to be a fair person, ended up being an unfair father. This point is made in the film many times over, and one of the examples given to make this point is that scholarship to England, which Gandhi twice denies his son. Instead of showing us how exactly Harilal dealt with this betrayal and what went on in his head, the director just moves along with the story, thus never letting us be witness to the growing resentment Harilal feels towards his father. Which is why when we finally see an outburst from Harilal, it comes off looking like he's over-reacting. <br /><br />The point I'm trying to make here is that we never really get to understand exactly why Harilal became the rebel that he did. We never really understand why he turned to Islam, and then back again to Hinduism. The thing is, we never really understand Harilal at all. And that's because the director of this film is too busy focusing on Mohandas Karamchand Gandhi and his role in the freedom struggle, a story most of us are already familiar with. To put it simply, Gandhi My Father promises to examine the strained father-son relationship, but it doesn't so much as show us where the cracks in this relationship first set in. We understand Harilal had to live with the burden of being Gandhi's son, but show us why that was a burden to begin with. Show us incidents of their early conflict. For example, it's not enough that Gandhi merely says he's opposed to Harilal's early marriage, tell us why this opposition? It's not enough that Kasturba blames her husband for the way her son turned out - for constantly shuttling him between schools in Gujarat and South Africa, for making him relocate every time Gandhi needed to relocate. Words are not enough, show us how these incidents shaped the character of Harilal Gandhi.What's more, instead of sticking with the prickly theme of this tenuous Gandhi versus Gandhi relationship, the film goes off on too many tangents, thus diluting the impact of the central theme. This was never meant to be a film about the struggle for Independence, and yet on many occasions that's exactly what it seems like, because the director feels almost obligated to take us through all the main events leading upto that historic moment, even though much of it has no relevance to the film's basic premise - the stormy father-son relationship. So you see the problem with this film is not that it's a bad film, but it's certainly a very confused film. What happens to Harilal's children after his wife's death? Does he ever have relationship with them? Where do they suddenly vanish after that one scene in which we see them with the Mahatma and Kasturba? None of these questions are answered in a film that's basically meant to be about relationships in the Gandhi family. The film version of an immensely popular play directed by Feroz Abbas Khan himself, Gandhi My Father is a disappointment, no questions asked.Cinematically, it struggles to translate the filmmaker's ambitious intention to the screen. Practically every single scene in the film opens and closes with fade-ins and fade-outs, never quite seamlessly leading into each other. On the positive side, there is inherent nobility in the film, which you recognise. The filmmaker makes every effort to deliver a balanced narrative, trying hard not to take sides, never once judging either father or son, painting neither as the villain. What the film does do, however, is make clear the fact that Gandhi was a difficult patriarch whose ideals may have shaped the nation, but evidently alienated his family. Of all the actors in the film it's only Akshaye Khanna who really shines in the role of the luck-deprived Harilal Gandhi. It's a wonderful performance, and it's not easy since the role covers virtually the entire lifespan of the character. But Akshaye brings a rare concoction of innocence and despondency to that part and succeeds in making Harilal a pitiable figure. Just watch him in that scene in which he discovers his wife's dead, and you'll realise how much he conveys through body language alone. Darshan Jariwala, meanwhile, who plays Gandhi Senior, adopts a caricaturish approach to playing the Mahatma in his later years, but it's the way he humanises the man in his early years as a barrister in South Africa that is the actor's best contribution to that role. The abundantly gifted Shefali Shah plays Kasturba, the woman who's meant to be torn in this father-son conflict, but if she's unable to bring across that feeling of helplessness then it's really not so much her fault as it is the fault of a rickety script. Much effort's gone into the making of this film and that's evident throughout, but the film suffers from that inevitable flaw that is eventually what you'll remember about it when you leave the cinema - it's just so boring.Director Feroz Abbas Khan's Gandhi My Father is a sincere effort yes, but also a film that could have done with a much tighter screenplay. What we learn from the film is that Gandhi and Harilal made each other very unhappy. And with this film, the director makes us too.",pos
"CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of the film maker.""",neg
"Terrible use of scene cuts. All continuity is lost, either by awful scripting or lethargic direction. That villainous robot... musta been a jazz dancer? Also, one of the worst sound tracks I've ever heard (monologues usually drowned out by music.) And... where'd they get their props? That ship looks like a milk carton... I did better special effects on 8mm at the age of 13!<br /><br />I'd recommend any film student should watch this flick (5 minutes at a time) so as to learn how NOT to produce a film. Or... was it the editors' fault?<br /><br />It's really too bad, because the scenario was actually a good concept... just poorly executed all the way around. (Sorry Malcom. You should have sent a ""stunt double"". You're too good an actor for such a stink-bomb.)",neg
"MABEL AT THE WHEEL is one of those movies with a behind-the-scenes story that's more interesting than the movie itself. This was Chaplin's tenth comedy for Keystone during his year of apprenticeship, and his first two-reeler. Here he played one of his last out-and-out villain roles (although the feature-length TILLIE'S PUNCTURED ROMANCE was yet to come), and it also marked one of the last times he would work for a director other than himself. In fact, Chaplin's conflicts with director and co-star Mabel Normand almost got him fired from the studio.<br /><br />Chaplin hadn't gotten along with his earlier directors, Henry Lehrman and George Nichols, but according to his autobiography having to take direction from a mere ""girl"" was the last straw. Charlie and Mabel argued bitterly during the making of this film. Chaplin was still a newcomer at Keystone and his colleagues didn't know what to make of him, but everyone loved Mabel. Producer Mack Sennett was on the verge of firing Chaplin when he learned that the newcomer's films were catching on and exhibitors wanted more of them A.S.A.P., so Chaplin was promised the chance to direct himself in return for finishing this movie the way Mabel wanted it.<br /><br />Unfortunately, none of that drama is visible on screen in MABEL AT THE WHEEL, which looks like typical Keystone chaos. The story concerns an auto race in which Mabel's beau (Harry McCoy) is scheduled to compete, but wicked Charlie and his henchmen abduct the lad, and Mabel must take the wheel in his place. For all the racing around, brick hurling and finger-biting the film is frankly short on laughs, but there are a few points of interest. There's some good cinematography and editing in the race sequence, though there aren't really any gags, just lots of frantic activity. Chaplin himself looks odd, sporting a goat-like beard on his chin and wearing the top hat and frock coat he wore in his very first film appearance, MAKING A LIVING, but the outfit suits the old-fashioned villainy he displays throughout. At least it's novel to watch him play such an uncharacteristic role. Visible in the stands at the race track are such Keystone stalwarts as Chester Conklin, Edgar Kennedy in a strangely dandified get-up, and a more characteristic Mack Sennett, spitting tobacco and doing his usual mindless rube routine. As a performer, Sennett was about as subtle as the movies he produced, but you have to give the guy credit: he knew what people liked. These films were hugely popular in their day. Mack's performance doesn't add much to MABEL AT THE WHEEL, but he probably had to be on hand for the filming of this one to make sure his stars didn't kill each other.",neg
"Another in the they don't make em like that category. This story of a family with some real skeletons in its closet still qualifies as good clean, sometimes over-the-top fun. Robert Stack and Dorothy Malone are at their peak as the troubled Hadley siblings, and they really took the roles and ran with them. Malone won an Oscar and Stack was nominated in the supporting categories, both honors being eminently well-deserved. They counterbalance the somewhat bland leads. Neither Bacall nor Hudson could ever be called bad actors, but they've both had better parts and played them far more convincingly than they do here. It's kind of hard for me to accept Rock Hudson playing such a red-blooded heterosexual as he does here, but that's more of a personal bias than anything else. But that doesn't take away from the movie's overall entertainment value, which is considerable and this movie is extremely watchable. If you're up some night and this movie comes on I'd say watch it. It's well worth it.",pos
"As someone who was born to a German mother and English father (who spent five years in a prisoner of war camp) I come from unique position. One of having to deal with the various Nazis on one side of the family and the victors of WW2 on the other. This miniseries cannot delve into every single part of Hitler's psyche and must give the viewer a general flavor of the situation at the time and as best as one can Hitler's state of mind. In this the series does quite well. Carlyle is very good as is O'Toole, I would however liked to have got more information on the relationships with others in party Because Hitler did not do anything on his own. He had people around him that followed him to the letter often without question and certainly without question later on in his murderous career. What was going through Goebbels, Goring and Hess's mind? It would have been helpful to see more of these relationships. But I hope it will make people research the subject more. It might also make people understand why someone like Saddam Hussein cannot be allowed to continue in power.",pos
"(There isn't much in the way of spoilers, since there isn't a plot to reveal, but still, I guess I describe some of what happens so...) This is it. This is THE most nonsensical film I've ever seen. There are simply no words to describe this movie, although ""bizarre"" ""ridiculous"" and ""ego trip"" are pretty close. the opening half hour or so are really, really weird music videos, with absolutely no plot or continuity, apart from that MJ falls into some from the previous. One of the highlights of this part of the ""film"" in the section where MJ is flying a merry-go-round aeroplane through what seem to be half-arsed bond intro rejects and sections cut from Yellow Submarine (dear lord you could not make this up).<br /><br />Then, with a little over an hour remaining, the ""film"" begins, with a lot of claymation (some of it really creepy) spotting our ""hero"" and chasing him looking for an autograph. Obviously, this leaves our as of yet mute (discounting songs) lead somewhat worried, and he manages to temporarily lose them. Fortunate for him, because it means he can witness a falling star and, and again, I'm not making this up, turn into a claymation rabbit. He uses this cunning disguise to try and sneak past them, but, for reasons I can't recall right now, they see through it (oh no!) and the creepy chase begins again. Cue another song (big shock there).<br /><br />Shortly after the end of the chase, MJ somehow brings the rabbit to life, until he is busted by a policeman (in the middle of the desert) because it is, apparently, illegal to dance there.<br /><br />The rest of the film is equally as strange, highlights including MJ cleaning up a bar to the tune of Smooth Criminal, including shooting a man with his finger, not only killing the guy, but burning his shadow into the wall, a la nuclear fission weapons. Another good moment is when MJ, seeing, Mr Big (Joe ""what the hell happened to his career at this point?"" Peschi) kidnap one of the children he was friends with, magically creates a tommy gun, and in another moment of violence that pepper this film seemingly at random, opens fire at everything that moves. A final moment I shall mention is when MJ, surrounded by Mr Big and his private army. Seriously, this guy has dozens of people working for him, and they're decked out more like commando units rather than mobsters, which I guess they are. How does he get out? Why, he turns into a robot, complete with weapons and shield. This is the third of four transformations he makes, almost always when backed into a corner and/or on the run.<br /><br />This film is quite, quite surreal, with little in the way of plot, and virtually no continuity.",pos
"Pushing Daisies is just a lovely fairy tale, with shades of ""Amelie""'s aesthetic and romance. It's got a beautiful palette, its shots well thought out and detailed, its names and dialogue whimsical and too cutesy to be real, its imagination great, and its romance deep.<br /><br />Watch the blue in the sky pop out at you, as blue can't be found in the rest of the sets or shots (with few exceptions).<br /><br />Watch a weirdly natural and totally satisfying song break out of a scene.<br /><br />Its score is gorgeous, its cast is supremely likable, there's great music, and the two leading romantic stars can't touch each other or she'll die. How much more sexual tension do you need? (Actually, I had wished they found a way around this one, but c'est la vie).<br /><br />It is simply a show that it is a pleasure to spend an hour with, and I recommend it highly. There hasn't been other television quite like it, and I would like to see more. It got me through a flu one crappy week, as it makes for good company.<br /><br />Bring it back!",pos
"As many reviewers here have noted, the film version differs quite a bit from the stage version of the story. I have never seen the stage version of the story, and therefore I have a more favorable review of the film than many other reviewers. Perhaps Richard Attenborough was not the best choice for director of the film, but the film is still an entertaining account of several dancers trying to make the big time in choreographer Michael Douglas' show. The film does right by not selecting any famous actors or performers to wind up in the final try-out group. This way our attention is focused on the dancers' movements and individual stories and struggles as they unfold during a marathon day of try-outs. Douglas is also probably not the best choice for the part. Apparently some songs were cut out in favor of a new one, and the backstage cliché-ridden story of a romantic liaison between a dancer and the choreographer was added. I have to say in all fairness this was the weakest part of the film. The repeated intrusions Cassie made during try-outs appear to mirror the almost desperate pleas one often has to make when engaging in the artistic professions in the absence of talent and/or luck. However, this aspect of the film has been done to death in the past, and it's curious to see this tired old shoe kicking its heel up once again. The revelations of the dancers themselves began promisingly enough with the ""I can do that"" number, but then it plodded a little at various points while the dancers were telling their stories. Frankly, their stories differed little from real life folks who never get a chance like this. *** of 4 stars.",pos
"The penultimate episode of Star Trek's third season is excellent and a highlight of the much maligned final season. Essentially, Spock, McCoy and Kirk beam down to Sarpeidon to find the planet's population completely missing except for the presence of a giant library and Mr. Atoz, the librarian. All 3 Trek characters soon accidentally walk into a time travel machine into different periods of Sarpeidon's past. Spock gives a convincing performance as an Ice Age Vulcan who falls in love for Zarabeth while Kirk reprises his unhappy experience with time travel--see the 'City on the Edge of Forever'--when he is accused of witchcraft and jailed before escaping and finding the doorway back in time to Sarpeidon's present. In the end, all 3 Trek characters are saved mere minutes before the Beta Niobe star around Sarpeidon goes supernova. The Enterprise warps away just as the star explodes.<br /><br />Ironically, as William Shatner notes in his book ""Star Trek Memories,"" this show was the source of some dispute since Leonard Nimoy noticed that no reason was given in Lisette's script for the reason why Spock was behaving in such an emotional way. Nimoy relayed his misgivings here directly to the show's executive producer, Fred Freiberger, that Vulcans weren't supposed to fall in love. (p.272) However, Freiberger reasoned, the ice age setting allowed Spock to experience emotions since this was a time when Vulcans still had not evolved into their completely logical present state. This was a great example of improvisation on Freiberger's part to save a script which was far above average for this particular episode. While Shatner notes that the decline in script quality for the third season hurt Spock artistically since his character was forced to bray like a donkey in ""Plato's Stepchildren,"" play music with Hippies in ""the Way to Eden"" or sometimes display emotion, the script here was more believable. Spock's acting here was excellent as Freiberger candidly admitted to Shatner. (p.272) The only obvious plot hole is the fact that since both Spock and McCoy travelled thousands of years back in time, McCoy too should have reverted to a more primitive human state, not just Spock. But this is a forgivable error considering the poor quality of many other season 3 shows, the brilliant Spock/McCoy performance and the originality of this script. Who could have imagined that the present inhabitants of Sarpeidon would escape their doomed planet's fate by travelling into their past? This is certainly what we came to expect from the best of 'Classic Trek'--a genuinely inspired story. <br /><br />Shatner, in 'Memories', named some of his best ""unusual and high quality shows"" of season 3 as The Enterprise Incident, Day of the Dove, Is there in Truth no Beauty, The Tholian Web, And the children Shall Lead and The Paradise Syndrome. (p.273) While my personal opinion is that 'And the children Shall Lead' is a very poor episode while 'Is there in Truth no Beauty' is problematic, ""All Our Yesterdays"" certainly belongs on the list of top season three Star Trek TOS films. I give a 9 out of 10 for 'All Our Yesterdays.'",pos
"i really liked the first 2 seasons. because a lot of good characters disappeared later on. like most shows are kinda slow at first then get better in later seasons, but this is the absolute reverse. jenny from the 1st season and Valarie from the 2nd season were Sabrina's friends, i really didn't care for the others, jenny and Valarie were her coolest friends. i think for some reason, the producers wanted us to not like her college friends for some reason, they were so cruel to Sabrina. but my favorite episode from season 1 is cat showdown and my favorite episode from season 2 is witch trash, that is the funniest episode. i also thought it was funny how Libby was popular but she was always jealous of Sabrina, and never seemed to have a real boyfriend but was always wanting to be with Harvey. i just wished they could have made more better ones. i also liked how the first 2 seasons, during the opening credits Sabrina would say a few words while wearing a costume, like in the pilot episode where she's in the witch costume, i liked how she said ""this is so not me"" and later on she kept trying to change herself to something else is what i think, but this is a really cool show. it is kinda like the andy griffith show in a way because it good at first but once it turned color and barney fife left, it was longer good. but i still like to watch it, but the only reason i watch later seasons is because of sabrina. what i meant about the opening sequence is: the opening titles of seasons 1-3 shows Sabrina in front of a mirror posing with several different costumes and outfits as the cast members' names quickly flash on the bottom of the screen. At the end, Sabrina would say some sort of pun that related to the outfit she is wearing, then disappear. the opening sequence of season four includes the characters in bubbles. the opening credits of seasons 5-7 features Sabrina at various locations around Boston",pos
"To the small minority seen here praising this film GET SERIOUS. I know it's down to peoples personal opinion at the end of the day, but anyone with more than a couple of brain cells can surely see that this is total rubbish. So bad it does not deserve to be part of this franchise. I can only assume those saying how great this is are friends with somebody involved in the film and are trying to give their career a push. Poor in every way, don't con people by saying otherwise. Storyline is a weak rehash of the previous entries, script is likewise. Attempts to hide the lack of originality by using a girl instead (WOW!) don't disguise the film-makers lack of ideas,and there is sadly a complete lack of any scares. Absolutely no redeeming qualities, utter utter turd. I've awarded this pair of chancers one mark simply for having had the nous to get someone to fund this piece of crap. They must have put more effort into that than they did into actually making the film. Shame.",neg
"I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep. It was boring! How can somebody ruin this title so much? The story was the only good thing. Actors were sh.t. They can't live the role. The main actor(Tom ... ) is a null. Watch the other roles of this actor. The fighting scenes were unbelievable boring and not to followable,somehow they were not to follow the situation. Like other reviewer said low budget film with bad actors.Maybe next time somebody else can do better thing out of this title. French can't do right thing with big films,like Alien 4. That was bit brrr, after Alien 1,2,3.",neg
"Everyone has already commented on the cinematography (good to great), the personalities (larger than life), the structure (chronological, with many references to surf culture through time). What is missed is a bigger question of sociological importance: chucking mainstream American culture for something more fulfilling and rewarding.<br /><br />I was a surfer in the 1970s. We used to watch 16mm films at the local high schools in SoCal. I remember the great feeling of surfing all day until my skin radiated heat, putting on a Hawaiian shirt and shorts and going to watch the latest surf film at night. Often, the narrator was the filmmaker himself, reading a script off sheets of paper. Sometimes, a surf band or proto-punk band would add music. I was never happier. Except for the hooting and hollering, seeing 'Riding Giants' took me back in time.<br /><br />IT also reinforced a feeling that living life on the edge, not worrying about the money and the climbing the social and corporate ladder, not keeping up with the Joneses, pushing yourself physically and mentally for a fleeting moment of joy and jubilation - may be the answer to the question, ""what is the purpose of life?"" At least for those like Greg Noll, Laird Hamilton and the like, they seem to have found something that few of us are bold enough or honest with ourselves enough to pursue: to live life solely on our own terms. Maybe society would fall apart if we all did exactly what we wanted in life, but it is wonderful to see people who actually are living out their dreams.<br /><br />It was this message that really impressed me.",pos
"I was searching through Hollywood video last night with a friend trying to find a good-looking horror movie to watch over the New Year's weekend. As I was looking through the shelves, ""Severed"" spotted my eye, and I grabbed it off the shelf and it looked like it might be a decent B-grade horror movie. The cover looked fairly good. The plot sounded semi-interesting. So I rented it. What a mistake. Don't be fooled by the cover, which actually looks decent. I'm thinking that more money was spent on the cover artwork than the movie itself. The film follows two police detectives who are tracking down a voodoo-inspired, ritualistic serial killer called ""The Head Hunter"", who is decapitating victims left and right in some unnamed city (probably Los Angeles), and they become drawn into his world of ritualized murder.<br /><br />Story sound somewhat good? Well, it is, and this movie could've been halfway decent. But good God, it was bad! Almost everything about it was laughable. The opening scene features some redheaded actress in a car trying to talk on this huge, outdated cell phone, and for whatever reason, she goes outside and talks to some guy. Then, a shadow comes up behind them, hacks off his head, and the girl drops to the ground and starts crawling (for absolutely no reason) while trying to dial 911. Sound ridiculous? Yep, you bet it is. The entire movie looks like it was filmed on a VHS-quality camera, and I'm assuming it was. The acting was mostly awful, and the special effects were far from believable. And the scenes with the policemen on the phone were awful - the voice on the other line was echoing and it sounded like it was being recorded in someone's bathroom. Everything about this movie was simply amateurish and tedious, and it didn't hold my interest for very long, and I often found myself bored and tired, mostly because of the bad acting and the horrible cinematography. The pacing was bad. Everything was just bad.<br /><br />Overall, ""Severed"" is a failed attempt at what could have been a decent B-movie. The plot was good and I think if this film had been handled better and had a higher budget, it could've been alright. But this movie fell flat on it's face. If you're expecting something semi-decent, you'll be sorely disappointed. Only recommended if you can tolerate D-grade horror flicks. Otherwise, you'll probably want to stay away from this straight-to-video garbage. It had a little potential, but it was beyond a mess. 1/10.",neg
"As the story in my family goes, my dad, Milton Raskin, played the piano for the Dorsey band. After Sinatra joined the band, my dad practiced with him for hours on end. Then, at a point in time, my dad told Sinatra that he was actually to good to be tied up with such a small group (band), and that he should venture off on his own. By that time Sinatra had enough credits 'under his belt' to do just that! Dorsey never forgave my dad, and the rest, as they say, is history.<br /><br />I have some pictures and records to that effect, and so does Berkley University in California.<br /><br />I have seen just about every Sinatra movie more times than I wish to say, and his movies never get old . . . Thank you Frank",pos
"A truly disturbed, cannibalistic psychopath, John(Gary Kent, under the pseudonym Michael Brody) who lives in a cave, stalks campers who make the unfortunate mistake of backpacking in his wilderness. Steve(Dean Russell)and his buddy Charlie(John Batis)get into a playful argument with their wives, Sharon(Tomi Barrett, the late real-life wife of Gary Kent))& Teddi(Ann Wilkinson)over surviving in the woods camping by themselves. To prove a point, the gals decide to head for the wilderness out of Los Angeles for a camping trip disturbing their partners to the point that they soon follow afterward. Falling prey to John, Teddi is soon killed as Sharon runs for her life as the men arrive late to the wilderness due to their truck's overheating. Afraid, tired, and paranoid, Sharon receives some very unusual assistance..John's ghost children! That's right, John's children remain in the wilderness, ghostly apparitions which spy on those who exist in the woods, taking a special liking to Sharon, helping guide her to safety and her friends. Meanwhile, Steve and Charlie soon find shelter from a down pour and the darkness of night in the very cave where John lives. Cooking over a burning fire, the meat simmering is actually from Charlie's wife, Teddi! Unknowingly Charlie eats from the meat when offered by John who finds the outsiders inside his dwelling place! Anyway, soon, worried about their wives, Steve and Charlie set out to find them as morning breaks. Meanwhile, John goes a hunting, with Charlie, Steve, and Sharon in a fight for survival. When Steve suffers a compound fracture stumbling between two massive rocks over a flowing river, he will be handicapped only increasing such an already nightmare scenario, with Sharon following her ghostly young friends to potential safety..they even, at one point, plead with their father to not kill her. Charlie, unfortunately, doesn't have such friends.<br /><br />Director Donald Jones(..who also wrote it and went broke funding the film)smartly shoots the film in such a breathtaking, gorgeous location in the Sequoia National Park, in California, where those gargantuan trees tower to great heights, and I basically watch backwoods slashers for this very purpose. For some strange reason, I didn't particularly find Jones' direction of the setting very atmospheric..the dread was missing, although there are some rather disturbing attacks by John using his knife(..shot in a clever way, Jones' camera suggests more than what is actually on screen, yet, somehow, still achieves that gasp at what John is doing to victims). Within such a picturesque landscape, to see innocents preyed upon by a maniac, that kind of increases the terror. City folk attempting to spend a nice few days in a different place, to smell the clean, fresh air, enjoy the sights of a lovely view, only to find themselves stalked by a creepy predator with a very intimidating knife. Providing the back-story to why John is the monster he is, Jones allows us to witness his memory flashback in discovering his wife's adultery and reacting accordingly(..she is also a ghost in the wilderness looking for her children, wishing to punish them for ""being naughty"")killing both her and the lover in bed(..a refrigerator repairman). The children, sad and depressed committed suicide and now ""haunt"" the wilderness, still interacting with their pa or whoever they so choose. I realize such a novelty as ghost children in a backwoods slasher is unique and appreciated by some, but I found the idea rather hokey and too silly to take serious. They do help our heroine escape a few potentially dangerous situations, but it was awfully hard for me to keep from giggling uncontrollably. The music I found hideously 80's and the performances aren't mind-blowing. I mean I could react to the situation they were in, because it is indeed quite terrifying to find yourselves in an unfamiliar and hostile territory being hunted by someone who knows the area so well. I think the film is similar in many ways to DON'T GO INTO THE WOODS..ALONE!, except that THE FOREST has the aforementioned ghost children(..their voices echo when talking to Sharon, their father, or each other). Gary Kent looks like a filthy George Lucas, with tattered clothes, and humanity lost. As I mentioned above, the violence isn't as grisly as what is suggested because director Jones is able to effectively cut away from a great deal of knife penetration, yet the way he stages the set pieces leave you rather unsettled(..such as Teddi's murder, the violence mostly silhouetted on the surface of a nearby huge stone formation, her pleas for John to stop and, once stabbed several times, attempts to crawl away from her predator only to be finished off;a hanging corpse John is skinning). I've seen better and worse of this type of slasher film, it's rather mediocre, at best, with some effectively shot scenery. I don't really think it's particularly memorable, for the exception of the ghost children.",neg
"This was a wonderful little American propaganda film that is both highly creative AND openly discusses the Nazi atrocities before the entire extent of the death camps were revealed. While late 1944 and into 1945 would reveal just how evil and horrific they were, this film, unlike other Hollywood films to date, is the most brutally honest film of the era I have seen regarding Nazi atrocities.<br /><br />The film begins in a courtroom in the future--after the war is over (the film was made in 1944--the war ended in May, 1945). In this fictitious world court, a Nazi leader is being tried for war crimes. Wilhelm Grimm is totally unrepentant and one by one witnesses are called who reveal Grimm's life since 1919 in a series of flashbacks. At first, it appears that the film is going to be sympathetic or explain how Grimm was pushed to join the Nazis. However, after a while, it becomes very apparent that Grimm is just a sadistic monster. These episodes are amazingly well done and definitely hold your interest and also make the film seem less like a piece of propaganda but a legitimate drama.<br /><br />All in all, the film does a great job considering the film mostly stars second-tier actors. There are many compelling scenes and performances--especially the very prescient Jewish extermination scene towards the end that can't help but bring you close to tears. It was also interesting how around the same point in the film there were some super-creative scenes that use crosses in a way you might not notice at first. Overall, it's a must-see for history lovers and anyone who wants to see a good film.<br /><br />FYI--This is not meant as a serious criticism of the film, but Hitler was referred to as ""that paper hanger"". This is a reference to the myth that Hitler had once made money putting up wallpaper. This is in fact NOT true--previously he'd been a ""starving artist"", homeless person and served well in the German army in WWI. A horrible person, yes, but never a paper hanger!",pos
"At your video store, you might find this gem.<br /><br />The human condition in modern times LA. No exaggerated drama, just a collapsing of events that might happen to any group of individuals over time.<br /><br />Helps you understand the joys and desperation of urban life.<br /><br />The direction and cutting are top class. Cinematography and music very much follows the mood and situation. And the CAST!!! <br /><br />Excellent casting and excellent acting. No one out of place or out of character.<br /><br />And it's NOT really as much a downer as you would expect. I gave it 7 of 10.<br /><br />If you havent seen it, DO!",pos
"** HERE BE SPOILERS ** <br /><br />Recap: Mia (Helin) is returning home from capital Stockholm to rural Rättvik to celebrate her fathers 70th birthday. She is by far the youngest child, and has two sisters Eivor (Ernst) and Gunilla (Petrén). Eivor has a family and still lives in Rättvik and Gunilla has divorced and moved a town away. Mia is still single and is focused on her career. There are a lot of jealousy and almost animosity between the sisters and conflicts arise all around as they confront each other and each have personal problems they have difficult to handle. As the party goes on (and alcohol consumed), more and more secrets become unveiled and more and more conflicts arise...<br /><br />Comments: To be the work of a new writer/director it was disappointing to see this movie to follow in the exact same tracks that older Swedish comedy/dramas has been following for years. There are really no new elements or ideas. This movie draws upon three basic areas. 1) Embarrassing humor only based on characters making a fool of themselves. 2) Sorrow and 3) Anxiety. This move has the focus on the last one, almost forgetting the first point as the movie goes along. No loss though, since the humor that is there is not funny. The performances from the cast are good I guess, though it is lost behind all the anguish and soon forgotten. I had hopes that there would be new ideas and influences, but there were none. To conclude, there are better ways to spend one's time than watching this.<br /><br />3/10",neg
"I had to watch this in school. And to sum it up...<br /><br />Talentless actors, talentless script, and a talentless director.<br /><br />This movie is such a waste of your time. Don't even watch the movie. Don't bother. You will be so disappointed. My teacher said it was supposed to be good. How wrong she was. She even slept through it a little. The movie's actors were just bad. The best actor in there was the old man and that's not saying much. It's has horrible plot with awful characters. So unrealistic and I can honestly said it had no point. The script was unemotional and confusing. There was points in the movie when I furrowed my brows and said, ""What?"". Also there were just too many loose ties and plot holes. It was just absolutely horrendous.",neg
